,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.2591001582905741,2.306099555946814,0.647654095536103,2.170035972656629
1,0.2950486095477735,2.294473721401308,0.4323827060626643,2.2131725699943257
2,0.4212073253650027,2.275455082113754,0.18951242018864586,2.4051945005520396
3,0.4162333258037084,2.2622872565953194,0.27874885051208786,2.291321423915733
4,0.38254578341166684,2.2533244922531424,0.39006439901429135,2.1860061517634737
5,0.3843545105536545,2.2436592269005775,0.39558417827795705,2.1530203141525677
6,0.4076418720527712,2.237816440447299,0.2575896965492287,2.3281286137851973
7,0.38367623788804295,2.239008238270842,0.31186752694401043,2.2022354798023045
8,0.38073705633705945,2.2253445665571663,0.3744250246989365,2.1391093199035938
9,0.3936242369499892,2.208204160010467,0.3716651347655162,2.2360445061405536
10,0.39972869095396946,2.1958468058059153,0.3247470102018463,2.2073627331987256
11,0.4151028713610225,2.1836552158513545,0.24103035908723602,2.2728367584389946
12,0.38390232874289,2.172635760912118,0.3155473798047323,2.1397986486622687
13,0.418042052925482,2.1561461121362715,0.28242870309863927,2.2336774585218526
14,0.39950260005532523,2.1164186094886923,0.27322907108391986,2.2514895120671614
15,0.4340945060015156,2.0965090487409226,0.292548298534167,2.211472157721357
16,0.40266787250495295,2.103902026279841,0.5151793940306368,1.884163916494831
17,0.4777300475195148,2.05216943638211,0.24931002795531756,2.3552913579133636
18,0.43138141536939045,2.065009298136998,0.42226311112064335,2.050876413010191
19,0.42007687092231677,2.0627378868943502,0.3183072683947176,2.26664318880469
20,0.41645941671245973,2.0007898201102616,0.3256669750209236,2.1506301017671743
21,0.42934659733886554,1.9998651799804184,0.30266789358585605,2.212866861006483
22,0.4646167759843577,1.9468008462805406,0.38454461986029376,2.027034456508359
23,0.44087723265763135,1.9395832335709071,0.2410303593614064,2.428733138283569
24,0.4743386841914569,1.8692717296678827,0.5271389158691083,1.7666254149957217
25,0.4879041374699983,1.833436648877476,0.4351425943784793,1.906846949016708
26,0.48632150125360696,1.8362192009575034,0.38638454491980273,2.0096458140709252
27,0.5096088627897828,1.7409148871656082,0.4737810499095654,1.8466384257871071
28,0.4752430477253916,1.8108097457411385,0.4425023014433579,1.9684156283612853
29,0.5096088627897828,1.730243830080623,0.4296228162389122,2.020645637740317
30,0.5385484965360194,1.5927485942085917,0.390984360652992,2.2365651376332947
31,0.5252091340786349,1.5943002759291796,0.33210671726672497,2.309477900625262
32,0.5218177707438391,1.526117021428927,0.39926402974040986,2.2207479234562078
33,0.5105132263439316,1.5905464690598918,0.381784728912443,2.192054977851278
34,0.5098349536648439,1.6537311571622202,0.34038638479137157,2.1377884077170406
35,0.5442007687494492,1.3384158192461442,0.39282428727527224,2.2176563699199394
36,0.4989825910420108,1.6367921934876,0.4406623748759118,2.000842376926566
37,0.5575401311596675,1.2427942023782905,0.4526218965498811,2.1142104430931252
38,0.5668098576031684,1.3692863462212774,0.4553817862639651,1.864114601237026
39,0.5760795840331933,1.2765572350030028,0.4912603511213708,1.880991098194245
40,0.5842188559902111,1.2020921078629552,0.4756209763673433,1.9984815274232446
41,0.58761021934859,1.2236286269144157,0.4379024854359982,2.1711621299838404
42,0.6176803075240366,1.0888665167961404,0.5059797619062492,2.0239256147188995
43,0.6038887632895777,1.1894948935848324,0.45722171211856816,2.0669766377174428
44,0.6244630341666763,1.1343087570284007,0.4931002771953102,2.0549945172193187
45,0.6285326701401317,1.0785438029064789,0.4682612706458996,2.0728651724940828
46,0.606601853952024,1.2887927136174862,0.43698252228936035,2.0808297332098644
47,0.6208455799635573,0.9918371692869207,0.4645814178948459,2.1619610048919613
48,0.6796292109697512,0.9152668907231075,0.4590616386311802,2.3273083486464885
49,0.6997513000226091,0.8881168657033227,0.4728610867080934,2.245997942908707
50,0.7137689351388671,0.7905013066744497,0.4710211606889881,2.2667292091094144
51,0.7155776622606407,0.8483921947278185,0.5068997251077212,2.3654380031649738
52,0.738412841975945,0.724531406747683,0.5087396513461628,2.4304578925560896
53,0.7212299344471184,0.8464602001875524,0.4774609029896235,2.3927131079706228
54,0.7286909337957979,0.8536551265783394,0.4839006451805908,2.4249288207802513
55,0.7033687542526802,0.9193034901584998,0.5151793937564664,2.3758147699413983
56,0.7397693873341202,0.7127257376376951,0.5400184001962088,2.2976111320585093
57,0.76780465748578,0.6576996893330772,0.5390984369947368,2.395221262429982
58,0.6676463938705419,1.3307689177135578,0.519779209708992,2.0036944976177584
59,0.6950033913768041,0.8483791707895095,0.5234590630632205,2.1216141820063585
60,0.7408998417633301,0.7252577061758789,0.5335786580052415,2.2678720293071364
61,0.753560931534889,0.8065866016705543,0.5492180322657623,2.2499134157815983
62,0.7734569296992098,0.5930748204051061,0.5768169285292568,2.1425220028676346
63,0.7976486547726893,0.5906221922297513,0.5482980694481289,2.3841295196248944
64,0.8134750169568167,0.535878639872894,0.5887764503677284,2.1201240030471182
65,0.7103775718242853,1.2164388279448044,0.4848206087659013,2.3693105756633304
66,0.6999773909515745,0.843025655733523,0.5059797621804196,2.2867279375158764
67,0.7657698394754692,0.5844734626174269,0.5593376278657922,2.304680872753112
68,0.7562740221838592,0.8239910777488931,0.5188592467268563,2.2570545002749567
69,0.7662220212660196,0.64822114219924,0.5648574066359512,2.2682499943134866
