,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.023746116305926723,2.3082798219393794,0.0427426536064114,2.302864430954917
1,0.030181979582778518,2.304511350681662,0.027604630454140695,2.3008169359324344
2,0.09831336004385882,2.3044163506664916,0.21282279653307168,2.2986563466429604
3,0.16200621393697293,2.3039036536819926,0.024933214603739984,2.3025603617076245
4,0.17509986691034693,2.303666486244862,0.21549421193730003,2.295450556416227
5,0.1746560142297402,2.3036151709050747,0.29118432769367764,2.2899296438704617
6,0.3035952064245476,2.303197504306866,0.031166518254674976,2.339199552128385
7,0.052374611648780954,2.3034520426486473,0.0917186108637578,2.3232808975056676
8,0.10008877053479856,2.302617833183651,0.3419412288512912,2.2784339453849216
9,0.31935197506488505,2.299978768195886,0.5699020483508667,2.218831365063906
10,0.22902796271637815,2.3085568953343514,0.0213713268032057,2.3933973335731484
11,0.04638260099301061,2.3044492461868673,0.09617097061442564,2.2973021246552574
12,0.12516644463452348,2.3032237256943677,0.7266251113089938,2.293398931635774
13,0.08255659121998511,2.3035492560517454,0.030276046304541407,2.302300102882691
14,0.06280514869890211,2.303772728494999,0.08281389136242208,2.295519926669018
15,0.04061251664447404,2.3035739425865747,0.034728406055209264,2.3032504055824856
16,0.06835330673524448,2.303217316224106,0.12733748886910062,2.2997784240906087
17,0.0592543275715164,2.3031031400216615,0.02404274265360641,2.3095507362752965
18,0.03905903240124279,2.303108116599437,0.7328584149599288,2.294669072540976
19,0.2328007101642255,2.3031791702038547,0.0427426536064114,2.3038922379511546
20,0.033732800710164226,2.3034004632811835,0.09617097061442564,2.3068181048093477
21,0.08189081226686769,2.3031335880213506,0.03294746215494212,2.3074460976482607
22,0.037283621837549935,2.303029772656471,0.0213713268032057,2.306511733538321
23,0.03905903240124279,2.303068217625895,0.026714158504007122,2.3045364538686997
24,0.4957834000699635,2.3030177083377357,0.07569011576135352,2.295923350224618
25,0.03417665335108744,2.303537103159397,0.03294746215494212,2.3050491453172475
26,0.04749223258705124,2.3029806033484523,0.0819234194122885,2.3002292048368513
27,0.3517532180374694,2.30310805591011,0.7355298308103295,2.285587155383714
28,0.09565024412721991,2.3030961142928135,0.05253784505788068,2.3057805370881104
29,0.26276076342654237,2.304003648370623,0.30721282308800135,2.3095108379982245
30,0.5401686640068578,2.3031533818429066,0.048975957257346395,2.301625269179034
31,0.023524189968930315,2.303221830197879,0.018699910952804988,2.307783053373505
32,0.19218819365202983,2.303166289568688,0.7569011576135352,2.293643003261631
33,0.16755437194851308,2.3030995339538802,0.025823686553873553,2.3054082253524903
34,0.539502885042166,2.303192023219292,0.029385574354407838,2.30729832483633
35,0.02996005327058431,2.3031973008097832,0.02315227070347284,2.30864037240284
36,0.025965379502275388,2.303315717275546,0.016028495102404273,2.2988038646888223
37,0.24922325788665178,2.303068681975973,0.024933214603739984,2.3061424293161394
38,0.03351087438970262,2.3030948888657625,0.024933214603739984,2.3035576523995673
39,0.030403905919774925,2.30320803694761,0.02315227070347284,2.3039844558372735
40,0.033288948077508415,2.3031245054163723,0.03383793410507569,2.3024395654377723
41,0.040834442973203045,2.3033233603212073,0.024933214603739984,2.3020596415043304
42,0.1551264980109305,2.302841912043978,0.04363312555654497,2.3042573877879793
43,0.04172214824678207,2.302452498946886,0.018699910952804988,2.3108216092083356
44,0.03794940079893475,2.3032425224542936,0.025823686553873553,2.310838373877168
45,0.02729693741677763,2.30322754377796,0.024933214603739984,2.305422607746277
46,0.11762094984465157,2.3032687650063384,0.0213713268032057,2.3098313506967982
47,0.0395028850504334,2.3032357720232413,0.034728406055209264,2.309229890682394
48,0.21837549941358808,2.303117145023185,0.7569011576135352,2.2941150491193056
49,0.0692410119922887,2.3031761586480917,0.034728406055209264,2.3043601996964465
50,0.21748779410528596,2.3029999545664985,0.7569011576135352,2.29809047850985
51,0.5670217487000382,2.3028990305956873,0.7569011576135352,2.2934312828926773
52,0.4456280514869064,2.303056817979639,0.034728406055209264,2.3091607306116093
53,0.14114513982184929,2.3029943079721966,0.034728406055209264,2.3017470403537086
54,0.04016866400355082,2.3031106388838727,0.018699910952804988,2.2998996046326146
55,0.5479360851138844,2.3030354175576093,0.7569011576135352,2.2999111567876853
56,0.0492676431424767,2.3031328600668877,0.025823686553873553,2.300600204527219
57,0.02130492676431425,2.303033338247063,0.034728406055209264,2.304211050086221
58,0.02574345317354638,2.302954125340864,0.02315227070347284,2.302304897792405
59,0.2434531735463826,2.303030961468862,0.02315227070347284,2.302054125606642
60,0.041944074575511074,2.3031586899103402,0.048975957257346395,2.2992734539646817
61,0.02729693742504503,2.3031550487623287,0.02315227070347284,2.3014952321192674
62,0.15379494007989347,2.303083383079322,0.02315227070347284,2.3076574568863117
63,0.02529960054089057,2.3030340105387777,0.02315227070347284,2.3021601775025853
64,0.5570350643586329,2.3030839858455123,0.02315227070347284,2.3015511609142845
65,0.06302707495818496,2.303020414965342,0.7569011576135352,2.3003032474993383
66,0.047936085219707054,2.3029600697732002,0.0213713268032057,2.3027644700910614
67,0.3162450066577896,2.3029695957224474,0.025823686553873553,2.303018893499196
68,0.022414558366622282,2.3030447955666995,0.024933214603739984,2.298925606140789
69,0.5570350643669003,2.3030394530010603,0.029385574354407838,2.302788253777386
70,0.025077674212161564,2.3031322994181385,0.048975957257346395,2.305571168209969
71,0.21393697289853322,2.3029385912540064,0.7569011576135352,2.297936129973387
72,0.039946737699624014,2.3030215504430847,0.034728406055209264,2.3017379055040177
73,0.02862849534781467,2.3029846682635298,0.025823686553873553,2.3035615021271676
74,0.2574345317437312,2.303011980894879,0.034728406055209264,2.30270311286804
75,0.03262316910785619,2.302968563104385,0.025823686553873553,2.29815593767888
76,0.07367953847262047,2.3029863702102706,0.7569011576135352,2.2987842075758924
77,0.4509542831945197,2.302933783410551,0.048975957257346395,2.301298113879835
78,0.02574345317354638,2.303017276951434,0.02315227070347284,2.3034839451790705
79,0.6770972036754508,2.3029253441547746,0.7569011576135352,2.2972812438159784
